zip,city_state,utility_name,pnode_name
45332,"Hollansburg,OH",Dayton Power & Light Co,DAY
45338,"Lewisburg,OH",Dayton Power & Light Co,DAY
45339,"Ludlow Falls,OH",Dayton Power & Light Co,DAY
45899,"Wren,OH",Dayton Power & Light Co,DAY
45898,"Willshire,OH",Dayton Power & Light Co,DAY
45382,"West Manchester,OH",Dayton Power & Light Co,DAY
45389,"Christiansburg,OH",Dayton Power & Light Co,DAY
45481,"Dayton,OH",Dayton Power & Light Co,DAY
45132,"Highland,OH",Dayton Power & Light Co,DAY
45138,#N/A,Dayton Power & Light Co,DAY
45309,"Brookville,OH",Dayton Power & Light Co,DAY
45308,"Bradford,OH",Dayton Power & Light Co,DAY
43145,"New Holland,OH",Dayton Power & Light Co,DAY
43142,"Milledgeville,OH",Dayton Power & Light Co,DAY
45402,"Dayton,OH",Dayton Power & Light Co,DAY
45403,"Dayton,OH",Dayton Power & Light Co,DAY
45401,"Dayton,OH",Dayton Power & Light Co,DAY
45406,"Dayton,OH",Dayton Power & Light Co,DAY
45404,"Dayton,OH",Dayton Power & Light Co,DAY
45405,"Dayton,OH",Dayton Power & Light Co,DAY
45409,"Dayton,OH",Dayton Power & Light Co,DAY
43060,"North Lewisburg,OH",Dayton Power & Light Co,DAY
43070,"Rosewood,OH",Dayton Power & Light Co,DAY
43078,"Urbana,OH",Dayton Power & Light Co,DAY
45148,"Midland,OH",Dayton Power & Light Co,DAY
45142,"Lynchburg,OH",Dayton Power & Light Co,DAY
45146,"Martinsville,OH",Dayton Power & Light Co,DAY
45846,"Fort Recovery,OH",Dayton Power & Light Co,DAY
45479,"Dayton,OH",Dayton Power & Light Co,DAY
45470,"Dayton,OH",Dayton Power & Light Co,DAY
45475,"Dayton,OH",Dayton Power & Light Co,DAY
43311,"Bellefontaine,OH",Dayton Power & Light Co,DAY
45352,"Palestine,OH",Dayton Power & Light Co,DAY
45353,"Pemberton,OH",Dayton Power & Light Co,DAY
45350,"North Star,OH",Dayton Power & Light Co,DAY
45351,"Osgood,OH",Dayton Power & Light Co,DAY
45358,"Pitsburg,OH",Dayton Power & Light Co,DAY
45359,"Pleasant Hill,OH",Dayton Power & Light Co,DAY
45113,"Clarksville,OH",Dayton Power & Light Co,DAY
45114,"Cuba,OH",Dayton Power & Light Co,DAY
45328,"Gettysburg,OH",Dayton Power & Light Co,DAY
45322,"Englewood,OH",Dayton Power & Light Co,DAY
45321,"Eldorado,OH",Dayton Power & Light Co,DAY
45320,"Eaton,OH",Dayton Power & Light Co,DAY
45327,"Germantown,OH",Dayton Power & Light Co,DAY
45326,"Fletcher,OH",Dayton Power & Light Co,DAY
45325,"Farmersville,OH",Dayton Power & Light Co,DAY
45324,"Fairborn,OH",Dayton Power & Light Co,DAY
45482,"Dayton,OH",Dayton Power & Light Co,DAY
43160,"Washington Court House,OH",Dayton Power & Light Co,DAY
45428,"Dayton,OH",Dayton Power & Light Co,DAY
45429,"Dayton,OH",Dayton Power & Light Co,DAY
45420,"Dayton,OH",Dayton Power & Light Co,DAY
45422,"Dayton,OH",Dayton Power & Light Co,DAY
45423,"Dayton,OH",Dayton Power & Light Co,DAY
45424,"Dayton,OH",Dayton Power & Light Co,DAY
45426,"Dayton,OH",Dayton Power & Light Co,DAY
43357,"West Liberty,OH",Dayton Power & Light Co,DAY
45311,"Camden,OH",Dayton Power & Light Co,DAY
43044,"Mechanicsburg,OH",Dayton Power & Light Co,DAY
43045,"Milford Center,OH",Dayton Power & Light Co,DAY
45385,"Xenia,OH",Dayton Power & Light Co,DAY
45384,"Wilberforce,OH",Dayton Power & Light Co,DAY
45387,"Yellow Springs,OH",Dayton Power & Light Co,DAY
45490,"Dayton,OH",Dayton Power & Light Co,DAY
45123,"Greenfield,OH",Dayton Power & Light Co,DAY
45869,"New Bremen,OH",Dayton Power & Light Co,DAY
45410,"Dayton,OH",Dayton Power & Light Co,DAY
45413,"Dayton,OH",Dayton Power & Light Co,DAY
45412,"Dayton,OH",Dayton Power & Light Co,DAY
45415,"Dayton,OH",Dayton Power & Light Co,DAY
45414,"Dayton,OH",Dayton Power & Light Co,DAY
45417,"Dayton,OH",Dayton Power & Light Co,DAY
45416,"Dayton,OH",Dayton Power & Light Co,DAY
45419,"Dayton,OH",Dayton Power & Light Co,DAY
45316,"Clifton,OH",Dayton Power & Light Co,DAY
43040,"Marysville,OH",Dayton Power & Light Co,DAY
43041,"Marysville,OH",Dayton Power & Light Co,DAY
45378,"Verona,OH",Dayton Power & Light Co,DAY
45370,"Spring Valley,OH",Dayton Power & Light Co,DAY
45373,"Troy,OH",Dayton Power & Light Co,DAY
45374,"Troy,OH",Dayton Power & Light Co,DAY
45377,"Vandalia,OH",Dayton Power & Light Co,DAY
45032,"Harveysburg,OH",Dayton Power & Light Co,DAY
45354,"Phillipsburg,OH",Dayton Power & Light Co,DAY
45304,"Arcanum,OH",Dayton Power & Light Co,DAY
45303,"Ansonia,OH",Dayton Power & Light Co,DAY
43077,"Unionville Center,OH",Dayton Power & Light Co,DAY
43072,"Saint Paris,OH",Dayton Power & Light Co,DAY
43346,"Roundhead,OH",Dayton Power & Light Co,DAY
43345,"Ridgeway,OH",Dayton Power & Light Co,DAY
43343,"Quincy,OH",Dayton Power & Light Co,DAY
45381,"West Alexandria,OH",Dayton Power & Light Co,DAY
45383,"West Milton,OH",Dayton Power & Light Co,DAY
45177,"Wilmington,OH",Dayton Power & Light Co,DAY
45448,"Dayton,OH",Dayton Power & Light Co,DAY
45449,"Dayton,OH",Dayton Power & Light Co,DAY
45440,"Dayton,OH",Dayton Power & Light Co,DAY
45441,"Dayton,OH",Dayton Power & Light Co,DAY
43331,"Lakeview,OH",Dayton Power & Light Co,DAY
45340,"Maplewood,OH",Dayton Power & Light Co,DAY
45343,"Miamisburg,OH",Dayton Power & Light Co,DAY
45342,"Miamisburg,OH",Dayton Power & Light Co,DAY
45345,"New Lebanon,OH",Dayton Power & Light Co,DAY
45346,"New Madison,OH",Dayton Power & Light Co,DAY
43106,"Bloomingburg,OH",Dayton Power & Light Co,DAY
45307,"Bowersville,OH",Dayton Power & Light Co,DAY
45301,"Alpha,OH",Dayton Power & Light Co,DAY
45054,"Oregonia,OH",Dayton Power & Light Co,DAY
45068,"Waynesville,OH",Dayton Power & Light Co,DAY
45166,"Reesville,OH",Dayton Power & Light Co,DAY
45884,"Saint Johns,OH",Dayton Power & Light Co,DAY
45882,"Rockford,OH",Dayton Power & Light Co,DAY
45883,"Saint Henry,OH",Dayton Power & Light Co,DAY
45888,"Uniopolis,OH",Dayton Power & Light Co,DAY
43336,"Middleburg,OH",Dayton Power & Light Co,DAY
45318,"Covington,OH",Dayton Power & Light Co,DAY
45314,"Cedarville,OH",Dayton Power & Light Co,DAY
45315,"Clayton,OH",Dayton Power & Light Co,DAY
45310,"Burkettsville,OH",Dayton Power & Light Co,DAY
43153,"South Solon,OH",Dayton Power & Light Co,DAY
43151,"Sedalia,OH",Dayton Power & Light Co,DAY
45439,"Dayton,OH",Dayton Power & Light Co,DAY
45437,"Dayton,OH",Dayton Power & Light Co,DAY
45435,"Dayton,OH",Dayton Power & Light Co,DAY
45434,"Dayton,OH",Dayton Power & Light Co,DAY
45433,"Dayton,OH",Dayton Power & Light Co,DAY
45432,"Dayton,OH",Dayton Power & Light Co,DAY
45431,"Dayton,OH",Dayton Power & Light Co,DAY
45430,"Dayton,OH",Dayton Power & Light Co,DAY
43348,"Russells Point,OH",Dayton Power & Light Co,DAY
45159,"New Vienna,OH",Dayton Power & Light Co,DAY
45459,"Dayton,OH",Dayton Power & Light Co,DAY
45870,"New Hampshire,OH",Dayton Power & Light Co,DAY
45469,"Dayton,OH",Dayton Power & Light Co,DAY
43347,"Rushsylvania,OH",Dayton Power & Light Co,DAY
45305,"Bellbrook,OH",Dayton Power & Light Co,DAY
45367,"Sidney,OH",Dayton Power & Light Co,DAY
45365,"Sidney,OH",Dayton Power & Light Co,DAY
45362,"Rossburg,OH",Dayton Power & Light Co,DAY
45361,"Potsdam,OH",Dayton Power & Light Co,DAY
45360,"Port Jefferson,OH",Dayton Power & Light Co,DAY
43128,"Jeffersonville,OH",Dayton Power & Light Co,DAY
45860,"Maria Stein,OH",Dayton Power & Light Co,DAY
45866,"Montezuma,OH",Dayton Power & Light Co,DAY
43007,"Broadway,OH",Dayton Power & Light Co,DAY
43009,"Cable,OH",Dayton Power & Light Co,DAY
45169,"Sabina,OH",Dayton Power & Light Co,DAY
45164,"Port William,OH",Dayton Power & Light Co,DAY
45826,"Chickasaw,OH",Dayton Power & Light Co,DAY
45828,"Coldwater,OH",Dayton Power & Light Co,DAY
43083,"Westville,OH",Dayton Power & Light Co,DAY
45458,"Dayton,OH",Dayton Power & Light Co,DAY
45334,"Jackson Center,OH",Dayton Power & Light Co,DAY
45335,"Jamestown,OH",Dayton Power & Light Co,DAY
45336,"Kettlersville,OH",Dayton Power & Light Co,DAY
45337,"Laura,OH",Dayton Power & Light Co,DAY
45330,"Gratis,OH",Dayton Power & Light Co,DAY
45331,"Greenville,OH",Dayton Power & Light Co,DAY
45332,"Hollansburg,OH",Dayton Power & Light Co,DAY
45338,"Lewisburg,OH",Dayton Power & Light Co,DAY
45339,"Ludlow Falls,OH",Dayton Power & Light Co,DAY
45899,"Wren,OH",Dayton Power & Light Co,DAY
45898,"Willshire,OH",Dayton Power & Light Co,DAY
45382,"West Manchester,OH",Dayton Power & Light Co,DAY
45389,"Christiansburg,OH",Dayton Power & Light Co,DAY
45481,"Dayton,OH",Dayton Power & Light Co,DAY
45132,"Highland,OH",Dayton Power & Light Co,DAY
45138,#N/A,Dayton Power & Light Co,DAY
45309,"Brookville,OH",Dayton Power & Light Co,DAY
45308,"Bradford,OH",Dayton Power & Light Co,DAY
43145,"New Holland,OH",Dayton Power & Light Co,DAY
43142,"Milledgeville,OH",Dayton Power & Light Co,DAY
45402,"Dayton,OH",Dayton Power & Light Co,DAY
45403,"Dayton,OH",Dayton Power & Light Co,DAY
45401,"Dayton,OH",Dayton Power & Light Co,DAY
45406,"Dayton,OH",Dayton Power & Light Co,DAY
45404,"Dayton,OH",Dayton Power & Light Co,DAY
45405,"Dayton,OH",Dayton Power & Light Co,DAY
45409,"Dayton,OH",Dayton Power & Light Co,DAY
43060,"North Lewisburg,OH",Dayton Power & Light Co,DAY
43070,"Rosewood,OH",Dayton Power & Light Co,DAY
43078,"Urbana,OH",Dayton Power & Light Co,DAY
45148,"Midland,OH",Dayton Power & Light Co,DAY
45142,"Lynchburg,OH",Dayton Power & Light Co,DAY
45146,"Martinsville,OH",Dayton Power & Light Co,DAY
45846,"Fort Recovery,OH",Dayton Power & Light Co,DAY
45479,"Dayton,OH",Dayton Power & Light Co,DAY
45470,"Dayton,OH",Dayton Power & Light Co,DAY
45475,"Dayton,OH",Dayton Power & Light Co,DAY
43311,"Bellefontaine,OH",Dayton Power & Light Co,DAY
45352,"Palestine,OH",Dayton Power & Light Co,DAY
45353,"Pemberton,OH",Dayton Power & Light Co,DAY
45350,"North Star,OH",Dayton Power & Light Co,DAY
45351,"Osgood,OH",Dayton Power & Light Co,DAY
45358,"Pitsburg,OH",Dayton Power & Light Co,DAY
45359,"Pleasant Hill,OH",Dayton Power & Light Co,DAY
45113,"Clarksville,OH",Dayton Power & Light Co,DAY
45114,"Cuba,OH",Dayton Power & Light Co,DAY
45328,"Gettysburg,OH",Dayton Power & Light Co,DAY
45322,"Englewood,OH",Dayton Power & Light Co,DAY
45321,"Eldorado,OH",Dayton Power & Light Co,DAY
45320,"Eaton,OH",Dayton Power & Light Co,DAY
45327,"Germantown,OH",Dayton Power & Light Co,DAY
45326,"Fletcher,OH",Dayton Power & Light Co,DAY
45325,"Farmersville,OH",Dayton Power & Light Co,DAY
45324,"Fairborn,OH",Dayton Power & Light Co,DAY
45482,"Dayton,OH",Dayton Power & Light Co,DAY
43160,"Washington Court House,OH",Dayton Power & Light Co,DAY
45428,"Dayton,OH",Dayton Power & Light Co,DAY
45429,"Dayton,OH",Dayton Power & Light Co,DAY
45420,"Dayton,OH",Dayton Power & Light Co,DAY
45422,"Dayton,OH",Dayton Power & Light Co,DAY
45423,"Dayton,OH",Dayton Power & Light Co,DAY
45424,"Dayton,OH",Dayton Power & Light Co,DAY
45426,"Dayton,OH",Dayton Power & Light Co,DAY
43357,"West Liberty,OH",Dayton Power & Light Co,DAY
45311,"Camden,OH",Dayton Power & Light Co,DAY
43044,"Mechanicsburg,OH",Dayton Power & Light Co,DAY
43045,"Milford Center,OH",Dayton Power & Light Co,DAY
45385,"Xenia,OH",Dayton Power & Light Co,DAY
45384,"Wilberforce,OH",Dayton Power & Light Co,DAY
45387,"Yellow Springs,OH",Dayton Power & Light Co,DAY
45490,"Dayton,OH",Dayton Power & Light Co,DAY
45123,"Greenfield,OH",Dayton Power & Light Co,DAY
45869,"New Bremen,OH",Dayton Power & Light Co,DAY
45410,"Dayton,OH",Dayton Power & Light Co,DAY
45413,"Dayton,OH",Dayton Power & Light Co,DAY
45412,"Dayton,OH",Dayton Power & Light Co,DAY
45415,"Dayton,OH",Dayton Power & Light Co,DAY
45414,"Dayton,OH",Dayton Power & Light Co,DAY
45417,"Dayton,OH",Dayton Power & Light Co,DAY
45416,"Dayton,OH",Dayton Power & Light Co,DAY
45419,"Dayton,OH",Dayton Power & Light Co,DAY
45316,"Clifton,OH",Dayton Power & Light Co,DAY
43040,"Marysville,OH",Dayton Power & Light Co,DAY
43041,"Marysville,OH",Dayton Power & Light Co,DAY
45378,"Verona,OH",Dayton Power & Light Co,DAY
45370,"Spring Valley,OH",Dayton Power & Light Co,DAY
45373,"Troy,OH",Dayton Power & Light Co,DAY
45374,"Troy,OH",Dayton Power & Light Co,DAY
45377,"Vandalia,OH",Dayton Power & Light Co,DAY
45032,"Harveysburg,OH",Dayton Power & Light Co,DAY
45354,"Phillipsburg,OH",Dayton Power & Light Co,DAY
45304,"Arcanum,OH",Dayton Power & Light Co,DAY
45303,"Ansonia,OH",Dayton Power & Light Co,DAY
43077,"Unionville Center,OH",Dayton Power & Light Co,DAY
43072,"Saint Paris,OH",Dayton Power & Light Co,DAY
43346,"Roundhead,OH",Dayton Power & Light Co,DAY
43345,"Ridgeway,OH",Dayton Power & Light Co,DAY
43343,"Quincy,OH",Dayton Power & Light Co,DAY
45381,"West Alexandria,OH",Dayton Power & Light Co,DAY
45383,"West Milton,OH",Dayton Power & Light Co,DAY
45177,"Wilmington,OH",Dayton Power & Light Co,DAY
19973,"Seaford,DE",Delmarva Power,DPL
19971,"Rehoboth Beach,DE",Delmarva Power,DPL
19975,"Selbyville,DE",Delmarva Power,DPL
19979,"Viola,DE",Delmarva Power,DPL
19933,"Bridgeville,DE",Delmarva Power,DPL
19810,"Wilmington,DE",Delmarva Power,DPL
19721,"New Castle,DE",Delmarva Power,DPL
19894,"Wilmington,DE",Delmarva Power,DPL
19895,"Wilmington,DE",Delmarva Power,DPL
19896,"Wilmington,DE",Delmarva Power,DPL
19897,"Wilmington,DE",Delmarva Power,DPL
19890,"Wilmington,DE",Delmarva Power,DPL
19891,"Wilmington,DE",Delmarva Power,DPL
19892,"Wilmington,DE",Delmarva Power,DPL
19893,"Wilmington,DE",Delmarva Power,DPL
19898,"Wilmington,DE",Delmarva Power,DPL
19899,"Wilmington,DE",Delmarva Power,DPL
19946,"Frederica,DE",Delmarva Power,DPL
19941,"Ellendale,DE",Delmarva Power,DPL
19808,"Wilmington,DE",Delmarva Power,DPL
19707,"Hockessin,DE",Delmarva Power,DPL
19701,"Bear,DE",Delmarva Power,DPL
19702,"Newark,DE",Delmarva Power,DPL
19703,"Claymont,DE",Delmarva Power,DPL
19708,"Kirkwood,DE",Delmarva Power,DPL
19709,"Middletown,DE",Delmarva Power,DPL
19936,"Cheswold,DE",Delmarva Power,DPL
19931,"Bethel,DE",Delmarva Power,DPL
19930,"Bethany Beach,DE",Delmarva Power,DPL
19803,"Wilmington,DE",Delmarva Power,DPL
19802,"Wilmington,DE",Delmarva Power,DPL
19801,"Wilmington,DE",Delmarva Power,DPL
19807,"Wilmington,DE",Delmarva Power,DPL
19806,"Wilmington,DE",Delmarva Power,DPL
19805,"Wilmington,DE",Delmarva Power,DPL
19804,"Wilmington,DE",Delmarva Power,DPL
19809,"Wilmington,DE",Delmarva Power,DPL
19735,"Winterthur,DE",Delmarva Power,DPL
19734,"Townsend,DE",Delmarva Power,DPL
19736,"Yorklyn,DE",Delmarva Power,DPL
19731,"Port Penn,DE",Delmarva Power,DPL
19730,"Odessa,DE",Delmarva Power,DPL
19733,"Saint Georges,DE",Delmarva Power,DPL
19732,"Rockland,DE",Delmarva Power,DPL
19880,"Wilmington,DE",Delmarva Power,DPL
19886,"Wilmington,DE",Delmarva Power,DPL
19885,"Wilmington,DE",Delmarva Power,DPL
19884,"Wilmington,DE",Delmarva Power,DPL
19969,"Nassau,DE",Delmarva Power,DPL
19967,"Millville,DE",Delmarva Power,DPL
19960,"Lincoln,DE",Delmarva Power,DPL
19962,"Magnolia,DE",Delmarva Power,DPL
19850,"Wilmington,DE",Delmarva Power,DPL
19955,"Kenton,DE",Delmarva Power,DPL
19956,"Laurel,DE",Delmarva Power,DPL
19718,"Newark,DE",Delmarva Power,DPL
19713,"Newark,DE",Delmarva Power,DPL
19712,"Newark,DE",Delmarva Power,DPL
19711,"Newark,DE",Delmarva Power,DPL
19710,"Montchanin,DE",Delmarva Power,DPL
19717,"Newark,DE",Delmarva Power,DPL
19901,"Dover,DE",Delmarva Power,DPL
21610,"Betterton,MD",Delmarva Power,DPL
21613,"Cambridge,MD",Delmarva Power,DPL
21612,"Bozman,MD",Delmarva Power,DPL
21930,"Georgetown,MD",Delmarva Power,DPL
21619,"Chester,MD",Delmarva Power,DPL
21874,"Willards,MD",Delmarva Power,DPL
21154,"Street,MD",Delmarva Power,DPL
21659,"Rhodesdale,MD",Delmarva Power,DPL
21658,"Queenstown,MD",Delmarva Power,DPL
21901,"North East,MD",Delmarva Power,DPL
21903,"Perryville,MD",Delmarva Power,DPL
21902,"Perry Point,MD",Delmarva Power,DPL
21904,"Port Deposit,MD",Delmarva Power,DPL
21643,"Hurlock,MD",Delmarva Power,DPL
21647,"Mcdaniel,MD",Delmarva Power,DPL
21648,"Madison,MD",Delmarva Power,DPL
21649,"Marydel,MD",Delmarva Power,DPL
21829,"Girdletree,MD",Delmarva Power,DPL
21821,"Deal Island,MD",Delmarva Power,DPL
21826,"Fruitland,MD",Delmarva Power,DPL
21638,"Grasonville,MD",Delmarva Power,DPL
21632,"Federalsburg,MD",Delmarva Power,DPL
21634,"Fishing Creek,MD",Delmarva Power,DPL
21853,"Princess Anne,MD",Delmarva Power,DPL
21852,"Powellville,MD",Delmarva Power,DPL
21851,"Pocomoke City,MD",Delmarva Power,DPL
21850,"Pittsville,MD",Delmarva Power,DPL
21856,"Quantico,MD",Delmarva Power,DPL
21034,"Darlington,MD",Delmarva Power,DPL
21922,"Elkton,MD",Delmarva Power,DPL
21921,"Elkton,MD",Delmarva Power,DPL
21920,"Elk Mills,MD",Delmarva Power,DPL
21662,"Royal Oak,MD",Delmarva Power,DPL
21663,"Saint Michaels,MD",Delmarva Power,DPL
21666,"Stevensville,MD",Delmarva Power,DPL
21667,"Still Pond,MD",Delmarva Power,DPL
21801,"Salisbury,MD",Delmarva Power,DPL
21802,"Salisbury,MD",Delmarva Power,DPL
21803,"Salisbury,MD",Delmarva Power,DPL
21804,"Salisbury,MD",Delmarva Power,DPL
21661,"Rock Hall,MD",Delmarva Power,DPL
21664,"Secretary,MD",Delmarva Power,DPL
21673,"Trappe,MD",Delmarva Power,DPL
21671,"Tilghman,MD",Delmarva Power,DPL
21653,"Newcomb,MD",Delmarva Power,DPL
21655,"Preston,MD",Delmarva Power,DPL
21654,"Oxford,MD",Delmarva Power,DPL
21657,"Queen Anne,MD",Delmarva Power,DPL
21838,"Marion Station,MD",Delmarva Power,DPL
21830,"Hebron,MD",Delmarva Power,DPL
21837,"Mardela Springs,MD",Delmarva Power,DPL
21836,"Manokin,MD",Delmarva Power,DPL
21864,"Stockton,MD",Delmarva Power,DPL
21865,"Tyaskin,MD",Delmarva Power,DPL
21862,"Showell,MD",Delmarva Power,DPL
21863,"Snow Hill,MD",Delmarva Power,DPL
21861,"Sharptown,MD",Delmarva Power,DPL
21670,"Templeville,MD",Delmarva Power,DPL
21160,"Whiteford,MD",Delmarva Power,DPL
21918,"Conowingo,MD",Delmarva Power,DPL
21913,"Cecilton,MD",Delmarva Power,DPL
21911,"Rising Sun,MD",Delmarva Power,DPL
21916,"Childs,MD",Delmarva Power,DPL
21917,"Colora,MD",Delmarva Power,DPL
21914,"Charlestown,MD",Delmarva Power,DPL
21915,"Chesapeake City,MD",Delmarva Power,DPL
21678,"Worton,MD",Delmarva Power,DPL
21817,"Crisfield,MD",Delmarva Power,DPL
21814,"Bivalve,MD",Delmarva Power,DPL
21813,"Bishopville,MD",Delmarva Power,DPL
21811,"Berlin,MD",Delmarva Power,DPL
21132,"Pylesville,MD",Delmarva Power,DPL
21890,"Westover,MD",Delmarva Power,DPL
21810,"Allen,MD",Delmarva Power,DPL
21624,"Claiborne,MD",Delmarva Power,DPL
21627,"Crocheron,MD",Delmarva Power,DPL
21620,"Chestertown,MD",Delmarva Power,DPL
21629,"Denton,MD",Delmarva Power,DPL
21849,"Parsonsburg,MD",Delmarva Power,DPL
21840,"Nanticoke,MD",Delmarva Power,DPL
21841,"Newark,MD",Delmarva Power,DPL
21842,"Ocean City,MD",Delmarva Power,DPL
21843,"Ocean City,MD",Delmarva Power,DPL
21690,"Chestertown,MD",Delmarva Power,DPL
19973,"Seaford,DE",Delmarva Power,DPL
19971,"Rehoboth Beach,DE",Delmarva Power,DPL
19975,"Selbyville,DE",Delmarva Power,DPL
19979,"Viola,DE",Delmarva Power,DPL
19933,"Bridgeville,DE",Delmarva Power,DPL
19810,"Wilmington,DE",Delmarva Power,DPL
19721,"New Castle,DE",Delmarva Power,DPL
19894,"Wilmington,DE",Delmarva Power,DPL
19895,"Wilmington,DE",Delmarva Power,DPL
19896,"Wilmington,DE",Delmarva Power,DPL
19897,"Wilmington,DE",Delmarva Power,DPL
19890,"Wilmington,DE",Delmarva Power,DPL
19891,"Wilmington,DE",Delmarva Power,DPL
19892,"Wilmington,DE",Delmarva Power,DPL
19893,"Wilmington,DE",Delmarva Power,DPL
19898,"Wilmington,DE",Delmarva Power,DPL
19899,"Wilmington,DE",Delmarva Power,DPL
19946,"Frederica,DE",Delmarva Power,DPL
19941,"Ellendale,DE",Delmarva Power,DPL
19808,"Wilmington,DE",Delmarva Power,DPL
19707,"Hockessin,DE",Delmarva Power,DPL
19701,"Bear,DE",Delmarva Power,DPL
19702,"Newark,DE",Delmarva Power,DPL
19703,"Claymont,DE",Delmarva Power,DPL
19708,"Kirkwood,DE",Delmarva Power,DPL
19709,"Middletown,DE",Delmarva Power,DPL
19936,"Cheswold,DE",Delmarva Power,DPL
19931,"Bethel,DE",Delmarva Power,DPL
19930,"Bethany Beach,DE",Delmarva Power,DPL
19803,"Wilmington,DE",Delmarva Power,DPL
19802,"Wilmington,DE",Delmarva Power,DPL
19801,"Wilmington,DE",Delmarva Power,DPL
19807,"Wilmington,DE",Delmarva Power,DPL
19806,"Wilmington,DE",Delmarva Power,DPL
19805,"Wilmington,DE",Delmarva Power,DPL
19804,"Wilmington,DE",Delmarva Power,DPL
19809,"Wilmington,DE",Delmarva Power,DPL
19735,"Winterthur,DE",Delmarva Power,DPL
19734,"Townsend,DE",Delmarva Power,DPL
19736,"Yorklyn,DE",Delmarva Power,DPL
19731,"Port Penn,DE",Delmarva Power,DPL
19730,"Odessa,DE",Delmarva Power,DPL
19733,"Saint Georges,DE",Delmarva Power,DPL
19732,"Rockland,DE",Delmarva Power,DPL
19880,"Wilmington,DE",Delmarva Power,DPL
19886,"Wilmington,DE",Delmarva Power,DPL
19885,"Wilmington,DE",Delmarva Power,DPL
19884,"Wilmington,DE",Delmarva Power,DPL
19969,"Nassau,DE",Delmarva Power,DPL
19967,"Millville,DE",Delmarva Power,DPL
19960,"Lincoln,DE",Delmarva Power,DPL
19962,"Magnolia,DE",Delmarva Power,DPL
19850,"Wilmington,DE",Delmarva Power,DPL
19955,"Kenton,DE",Delmarva Power,DPL
19956,"Laurel,DE",Delmarva Power,DPL
19718,"Newark,DE",Delmarva Power,DPL
19713,"Newark,DE",Delmarva Power,DPL
19712,"Newark,DE",Delmarva Power,DPL
19711,"Newark,DE",Delmarva Power,DPL
19710,"Montchanin,DE",Delmarva Power,DPL
19717,"Newark,DE",Delmarva Power,DPL
19901,"Dover,DE",Delmarva Power,DPL
21610,"Betterton,MD",Delmarva Power,DPL
21613,"Cambridge,MD",Delmarva Power,DPL
21612,"Bozman,MD",Delmarva Power,DPL
21930,"Georgetown,MD",Delmarva Power,DPL
21619,"Chester,MD",Delmarva Power,DPL
21874,"Willards,MD",Delmarva Power,DPL
21154,"Street,MD",Delmarva Power,DPL
21659,"Rhodesdale,MD",Delmarva Power,DPL
21658,"Queenstown,MD",Delmarva Power,DPL
21901,"North East,MD",Delmarva Power,DPL
21903,"Perryville,MD",Delmarva Power,DPL
21902,"Perry Point,MD",Delmarva Power,DPL
21904,"Port Deposit,MD",Delmarva Power,DPL
21643,"Hurlock,MD",Delmarva Power,DPL
21647,"Mcdaniel,MD",Delmarva Power,DPL
21648,"Madison,MD",Delmarva Power,DPL
21649,"Marydel,MD",Delmarva Power,DPL
21829,"Girdletree,MD",Delmarva Power,DPL
21821,"Deal Island,MD",Delmarva Power,DPL
21826,"Fruitland,MD",Delmarva Power,DPL
21638,"Grasonville,MD",Delmarva Power,DPL
21632,"Federalsburg,MD",Delmarva Power,DPL
21634,"Fishing Creek,MD",Delmarva Power,DPL
21853,"Princess Anne,MD",Delmarva Power,DPL
21852,"Powellville,MD",Delmarva Power,DPL
21851,"Pocomoke City,MD",Delmarva Power,DPL
21850,"Pittsville,MD",Delmarva Power,DPL
21856,"Quantico,MD",Delmarva Power,DPL
21034,"Darlington,MD",Delmarva Power,DPL
21922,"Elkton,MD",Delmarva Power,DPL
21921,"Elkton,MD",Delmarva Power,DPL
21920,"Elk Mills,MD",Delmarva Power,DPL
21662,"Royal Oak,MD",Delmarva Power,DPL
21663,"Saint Michaels,MD",Delmarva Power,DPL
21666,"Stevensville,MD",Delmarva Power,DPL
21667,"Still Pond,MD",Delmarva Power,DPL
21801,"Salisbury,MD",Delmarva Power,DPL
21802,"Salisbury,MD",Delmarva Power,DPL
21803,"Salisbury,MD",Delmarva Power,DPL
21804,"Salisbury,MD",Delmarva Power,DPL
21661,"Rock Hall,MD",Delmarva Power,DPL
21664,"Secretary,MD",Delmarva Power,DPL
21673,"Trappe,MD",Delmarva Power,DPL
21671,"Tilghman,MD",Delmarva Power,DPL
21653,"Newcomb,MD",Delmarva Power,DPL
21655,"Preston,MD",Delmarva Power,DPL
21654,"Oxford,MD",Delmarva Power,DPL
21657,"Queen Anne,MD",Delmarva Power,DPL
21838,"Marion Station,MD",Delmarva Power,DPL
21830,"Hebron,MD",Delmarva Power,DPL
21837,"Mardela Springs,MD",Delmarva Power,DPL
21836,"Manokin,MD",Delmarva Power,DPL
21864,"Stockton,MD",Delmarva Power,DPL
21865,"Tyaskin,MD",Delmarva Power,DPL
21862,"Showell,MD",Delmarva Power,DPL
21863,"Snow Hill,MD",Delmarva Power,DPL
21861,"Sharptown,MD",Delmarva Power,DPL
21670,"Templeville,MD",Delmarva Power,DPL
21160,"Whiteford,MD",Delmarva Power,DPL
21918,"Conowingo,MD",Delmarva Power,DPL
21913,"Cecilton,MD",Delmarva Power,DPL
21911,"Rising Sun,MD",Delmarva Power,DPL
